Student_ID,Gender,Age,Programming_Skill_Level,Abstraction_Score,Decomposition_Score,Algorithmic_Thinking_Score,Debugging_Score,Pattern_Recognition_Score,Pre_Test_Score,Improvement_Score,Post_Test_Score
S3805,M,6,Beginner,5,1,1,1,1,42,4,46
S3806,M,7,Advanced,3,2,3,1,4,45,30,75
S3807,M,21,Beginner,4,1,4,2,2,62,2,64
S3808,M,17,Beginner,2,5,5,1,1,69,8,77
S3809,F,13,Beginner,1,2,4,2,4,59,20,79
S3810,M,28,Advanced,1,1,2,4,5,56,22,78
S3811,M,23,Intermediate,5,4,3,5,4,59,14,73
S3812,F,7,Advanced,4,3,5,3,3,55,13,68
S3813,M,30,Intermediate,1,3,3,4,5,45,10,55
S3814,F,34,Intermediate,5,5,1,3,2,47,12,59
S3815,F,18,Intermediate,2,2,5,3,2,68,6,74
S3816,M,11,Advanced,5,2,1,2,4,67,26,93
S3817,F,26,Beginner,4,3,5,5,4,52,24,76
S3818,M,31,Beginner,5,1,2,3,1,68,1,69
S3819,F,11,Beginner,1,2,3,3,1,69,2,71
S3820,F,14,Beginner,1,4,3,4,3,52,19,71
S3821,F,21,Beginner,3,4,4,5,1,59,7,66
S3822,M,16,Advanced,5,2,5,5,4,65,0,65
S3823,M,12,Advanced,2,2,5,3,4,56,24,80
S3824,F,15,Advanced,4,3,1,5,1,60,20,80
S3825,F,15,Advanced,3,5,5,4,3,62,3,65
S3826,M,35,Advanced,5,3,3,2,4,61,12,73
S3827,M,30,Advanced,2,5,5,3,3,42,23,65
S3828,F,25,Advanced,3,4,4,1,4,52,13,65
S3829,F,23,Beginner,1,5,4,3,3,46,8,54
S3830,M,33,Intermediate,4,3,3,3,3,59,2,61
S3831,M,29,Advanced,5,2,3,2,3,44,13,57
S3832,M,25,Intermediate,2,5,3,1,1,50,3,53
S3833,M,34,Advanced,1,3,5,1,2,62,16,78
S3834,M,14,Advanced,3,4,5,1,3,57,14,71
S3835,F,20,Beginner,4,5,2,2,3,43,11,54
S3836,M,9,Intermediate,3,4,1,5,4,59,13,72
S3837,F,13,Beginner,3,4,5,1,2,61,18,79
S3838,M,14,Beginner,2,1,2,5,4,67,9,76
S3839,F,18,Intermediate,1,5,2,4,4,66,4,70
S3840,M,14,Beginner,5,3,4,2,3,46,30,76
S3841,M,31,Advanced,2,5,5,5,5,43,28,71
S3842,F,9,Advanced,4,5,2,1,2,49,23,72
S3843,F,22,Advanced,3,4,4,1,4,40,29,69
S3844,M,21,Advanced,4,4,1,5,5,56,16,72
S3845,M,20,Advanced,2,4,4,5,5,44,16,60
S3846,M,8,Beginner,2,4,1,4,4,56,2,58
S3847,M,30,Beginner,5,3,3,2,3,42,15,57
S3848,M,25,Advanced,3,2,3,3,1,48,24,72
S3849,F,10,Advanced,2,1,4,4,4,42,8,50
S3850,F,28,Beginner,4,4,3,4,3,42,16,58
S3851,M,10,Intermediate,5,4,5,4,2,68,19,87
S3852,F,25,Beginner,4,1,4,1,3,48,11,59
S3853,F,20,Beginner,3,4,2,5,5,44,23,67
S3854,F,23,Beginner,5,2,5,2,2,67,1,68
S3855,M,20,Beginner,5,5,4,1,2,63,19,82
S3856,F,7,Beginner,5,1,1,4,1,49,15,64
S3857,M,34,Intermediate,1,3,3,2,1,54,22,76
S3858,F,18,Advanced,5,1,3,1,4,64,22,86
S3859,M,9,Advanced,4,2,3,3,3,51,20,71
S3860,F,15,Intermediate,4,3,4,4,4,45,22,67
S3861,M,18,Advanced,3,5,5,1,1,46,5,51
S3862,M,15,Advanced,2,4,1,1,5,46,1,47
S3863,F,34,Advanced,2,1,3,4,1,62,8,70
S3864,M,14,Intermediate,1,3,5,3,3,43,4,47
S3865,M,13,Intermediate,5,1,2,5,5,68,17,85
S3866,M,8,Advanced,1,5,2,3,4,52,21,73
S3867,M,21,Advanced,3,1,1,4,4,54,25,79
S3868,M,19,Advanced,3,3,3,5,1,70,20,90
S3869,M,14,Beginner,2,2,2,1,1,57,17,74
S3870,M,35,Beginner,3,3,5,3,4,57,28,85
S3871,M,26,Beginner,5,1,5,3,4,46,9,55
S3872,F,16,Intermediate,4,5,2,5,2,49,9,58
S3873,F,8,Advanced,3,4,3,1,3,55,22,77
S3874,M,10,Intermediate,1,4,1,3,2,62,9,71
S3875,M,34,Intermediate,5,5,3,5,2,65,28,93
S3876,F,15,Intermediate,3,1,4,3,4,62,17,79
S3877,F,18,Advanced,3,5,2,1,3,68,15,83
S3878,F,9,Beginner,5,1,4,1,4,47,22,69
S3879,M,29,Advanced,3,3,2,2,2,58,29,87
S3880,F,18,Advanced,4,2,1,5,2,68,5,73
S3881,M,17,Intermediate,2,1,3,4,4,50,11,61
S3882,M,10,Intermediate,5,4,3,3,1,60,27,87
S3883,F,15,Intermediate,1,4,2,1,1,45,3,48
S3884,M,33,Beginner,3,2,5,3,4,68,19,87
S3885,M,29,Beginner,2,1,4,3,5,63,15,78
S3886,M,14,Beginner,1,2,3,4,5,63,27,90
S3887,M,25,Advanced,1,3,3,1,1,49,21,70
S3888,F,12,Intermediate,4,2,2,2,3,58,24,82
S3889,F,7,Advanced,2,3,5,5,2,67,25,92
S3890,M,27,Beginner,5,4,4,3,3,53,21,74
S3891,M,29,Intermediate,2,3,5,4,1,59,21,80
S3892,F,33,Beginner,2,1,5,4,4,45,10,55
S3893,M,28,Intermediate,1,1,2,5,5,43,0,43
S3894,F,12,Intermediate,4,1,5,5,1,65,4,69
S3895,M,13,Advanced,4,1,4,1,3,59,30,89
S3896,M,12,Advanced,2,5,1,3,3,54,16,70
S3897,F,26,Beginner,2,3,1,3,1,44,10,54
S3898,F,28,Advanced,3,1,4,5,2,55,13,68
S3899,F,34,Advanced,1,2,2,2,3,65,8,73
S3900,F,19,Advanced,5,2,3,3,2,46,9,55
S3901,M,31,Intermediate,5,5,2,4,2,67,3,70
S3902,F,24,Advanced,4,3,4,5,4,41,1,42
S3903,M,10,Beginner,1,3,5,3,1,52,24,76
S3904,F,28,Intermediate,4,3,1,1,1,41,5,46
S3905,F,30,Intermediate,5,5,5,5,2,67,29,96
S3906,M,23,Advanced,2,3,2,4,4,65,26,91
S3907,F,25,Intermediate,1,3,4,1,3,69,28,97
S3908,F,17,Beginner,1,1,1,5,3,48,25,73
S3909,F,28,Beginner,3,3,4,5,1,59,2,61
S3910,F,22,Intermediate,2,1,1,3,2,44,12,56
S3911,M,18,Advanced,2,1,1,1,4,42,11,53
S3912,M,7,Advanced,4,3,1,5,4,41,17,58
S3913,F,30,Intermediate,1,2,2,4,3,53,5,58
S3914,F,18,Beginner,4,4,4,1,3,65,9,74
S3915,F,31,Intermediate,2,2,3,3,5,47,5,52
S3916,M,12,Advanced,3,3,3,2,5,59,29,88
S3917,M,33,Advanced,1,3,3,5,2,69,27,96
S3918,M,15,Intermediate,2,2,4,2,5,51,27,78
S3919,M,28,Beginner,3,3,5,5,4,56,24,80
S3920,F,11,Intermediate,5,1,4,3,5,68,4,72
S3921,F,8,Beginner,2,5,1,3,1,55,26,81
S3922,F,31,Beginner,5,3,5,3,1,45,14,59
S3923,M,8,Intermediate,4,3,1,3,3,45,14,59
S3924,F,23,Intermediate,5,2,1,1,3,57,11,68
S3925,M,16,Beginner,2,1,4,1,2,41,8,49
S3926,M,27,Beginner,5,2,3,5,1,47,12,59
S3927,F,25,Beginner,1,2,5,1,2,66,15,81
S3928,F,10,Beginner,2,3,2,5,2,62,20,82
S3929,F,24,Advanced,3,1,3,1,5,53,1,54
S3930,M,27,Intermediate,5,3,2,1,3,41,16,57
S3931,M,32,Beginner,1,3,4,1,2,65,8,73
S3932,F,33,Intermediate,4,3,5,4,2,70,25,95
S3933,F,24,Beginner,4,3,4,3,3,56,22,78
S3934,M,35,Intermediate,5,5,2,4,3,66,18,84
S3935,F,20,Intermediate,4,4,1,1,1,63,30,93
S3936,M,35,Beginner,3,1,4,1,3,70,27,97
S3937,M,21,Beginner,2,5,5,4,5,55,5,60
S3938,F,29,Intermediate,1,4,4,5,1,65,25,90
S3939,F,14,Intermediate,5,4,3,3,2,57,3,60
S3940,F,9,Intermediate,4,4,4,5,5,60,29,89
S3941,F,20,Advanced,2,5,2,3,5,45,24,69
S3942,M,30,Beginner,3,1,4,2,1,65,14,79
S3943,M,17,Advanced,4,2,5,3,2,56,17,73
S3944,M,28,Advanced,4,4,4,5,1,57,29,86
S3945,F,8,Beginner,1,2,4,3,4,53,26,79
S3946,M,28,Beginner,3,2,5,2,4,49,11,60
S3947,F,19,Advanced,3,3,4,2,1,70,30,100
S3948,F,22,Beginner,5,2,5,1,2,43,11,54
S3949,F,24,Intermediate,1,3,2,2,2,57,19,76
S3950,F,11,Intermediate,5,1,5,4,3,50,16,66
S3951,F,9,Advanced,1,1,2,5,5,61,6,67
S3952,F,12,Advanced,3,3,2,4,1,55,29,84
S3953,M,35,Beginner,1,1,5,4,5,69,19,88
S3954,F,24,Beginner,1,4,4,5,5,43,4,47
S3955,M,22,Advanced,1,1,3,4,4,66,30,96
S3956,M,30,Advanced,2,3,5,4,4,58,11,69
S3957,F,21,Intermediate,2,4,4,4,1,45,16,61
S3958,F,20,Intermediate,3,2,2,2,1,64,1,65
S3959,F,27,Beginner,1,2,1,5,2,47,27,74
S3960,M,13,Intermediate,3,2,3,5,1,57,3,60
S3961,F,24,Beginner,2,3,4,5,2,58,1,59
S3962,M,13,Beginner,1,2,3,4,2,57,13,70
S3963,F,23,Beginner,5,1,1,2,1,55,13,68
S3964,F,33,Intermediate,2,2,1,5,2,65,12,77
S3965,M,21,Advanced,2,5,1,3,5,46,16,62
S3966,M,25,Advanced,2,5,5,5,2,64,25,89
S3967,F,24,Intermediate,1,2,3,1,5,56,16,72
S3968,M,15,Advanced,4,2,5,3,5,66,21,87
S3969,M,22,Beginner,5,5,1,5,5,42,17,59
S3970,M,18,Advanced,5,2,4,4,3,61,2,63
S3971,M,18,Intermediate,3,4,1,5,3,54,20,74
S3972,M,12,Advanced,1,5,5,2,2,70,15,85
S3973,F,32,Beginner,2,3,1,2,1,43,18,61
S3974,F,15,Beginner,4,5,1,5,2,65,5,70
S3975,M,7,Intermediate,1,1,5,4,3,55,22,77
S3976,F,9,Intermediate,1,4,5,4,4,53,25,78
S3977,F,30,Intermediate,4,3,4,4,4,65,5,70
S3978,M,11,Beginner,2,2,5,5,2,56,17,73
S3979,F,29,Advanced,1,1,4,5,3,48,8,56
S3980,M,23,Advanced,5,1,2,1,5,46,17,63
S3981,M,28,Intermediate,5,4,2,2,3,53,5,58
S3982,F,11,Advanced,4,3,5,3,2,66,8,74
S3983,M,34,Advanced,2,1,1,3,3,67,24,91
S3984,M,35,Intermediate,4,3,3,2,4,62,17,79
S3985,M,30,Intermediate,1,3,1,1,5,51,24,75
S3986,M,28,Beginner,5,1,5,2,2,56,15,71
S3987,M,22,Beginner,3,3,4,1,2,48,23,71
S3988,F,19,Beginner,4,4,1,1,1,51,29,80
S3989,F,29,Beginner,3,1,2,4,5,51,22,73
S3990,M,16,Advanced,3,4,5,2,2,47,12,59
S3991,M,31,Advanced,5,4,1,3,3,66,10,76
S3992,F,24,Beginner,4,3,1,5,3,67,7,74
S3993,M,35,Beginner,3,3,4,5,3,49,25,74
S3994,F,7,Intermediate,1,1,4,2,3,51,23,74
S3995,M,33,Advanced,2,2,4,5,2,44,16,60
S3996,M,8,Advanced,2,1,3,1,4,59,8,67
S3997,M,16,Beginner,5,4,5,5,5,40,5,45
S3998,M,11,Advanced,4,3,5,1,3,48,0,48
S3999,M,34,Intermediate,4,4,2,1,2,54,0,54
S4000,M,19,Intermediate,2,5,2,3,2,63,12,75
S4001,M,24,Advanced,1,5,5,5,3,68,6,74
S4002,F,31,Beginner,2,4,1,3,1,41,9,50
S4003,F,21,Advanced,2,2,5,5,2,43,17,60
S4004,F,26,Intermediate,4,2,3,1,5,43,5,48
S4005,M,27,Beginner,3,1,2,5,5,68,12,80
S4006,M,29,Advanced,1,1,2,3,1,62,4,66
S4007,M,12,Beginner,4,1,2,4,2,42,20,62
S4008,M,35,Beginner,2,3,5,3,1,55,25,80
S4009,M,32,Intermediate,3,2,2,4,2,47,14,61
S4010,M,13,Beginner,1,4,2,2,2,66,11,77
S4011,M,24,Advanced,5,5,5,3,1,46,21,67
S4012,F,25,Beginner,1,2,1,5,4,65,29,94
S4013,M,21,Beginner,1,2,2,4,3,51,10,61
S4014,F,27,Advanced,2,2,2,5,3,51,7,58
S4015,F,32,Intermediate,2,1,2,4,3,43,4,47
S4016,M,12,Intermediate,5,3,3,3,1,54,7,61
S4017,M,14,Advanced,5,4,5,3,2,64,4,68
S4018,F,18,Advanced,5,1,2,5,2,45,9,54
S4019,F,6,Intermediate,4,3,3,3,5,42,14,56
S4020,M,34,Beginner,4,2,1,5,2,46,5,51
S4021,M,13,Advanced,2,3,1,1,4,61,23,84
S4022,F,29,Beginner,2,1,3,4,3,63,17,80
S4023,M,27,Advanced,5,2,1,5,4,60,22,82
S4024,M,9,Intermediate,4,1,4,4,3,45,2,47
S4025,M,8,Beginner,3,4,1,1,1,40,8,48
S4026,F,32,Beginner,4,2,4,4,4,47,9,56
S4027,F,8,Advanced,2,3,3,5,2,40,6,46
S4028,F,27,Beginner,4,1,4,3,3,55,30,85
S4029,M,18,Advanced,2,5,1,4,5,42,18,60
S4030,M,13,Intermediate,5,3,2,4,4,67,30,97
S4031,F,12,Beginner,5,3,4,1,1,41,23,64
S4032,F,32,Advanced,5,2,1,2,5,45,25,70
S4033,F,6,Beginner,3,3,2,3,1,47,1,48
S4034,M,32,Advanced,3,1,3,5,3,63,25,88
S4035,F,21,Advanced,2,5,3,1,4,46,27,73
S4036,F,11,Advanced,1,4,5,5,1,46,7,53
S4037,M,12,Intermediate,3,5,3,5,5,63,6,69
S4038,M,17,Beginner,2,1,5,4,5,60,27,87
S4039,M,28,Intermediate,4,2,3,1,2,58,4,62
S4040,F,14,Advanced,5,1,3,1,1,57,3,60
S4041,M,32,Advanced,5,3,3,3,4,42,10,52
S4042,M,16,Intermediate,5,2,5,2,4,50,25,75
S4043,F,15,Intermediate,2,4,5,5,2,50,27,77
S4044,M,26,Beginner,5,4,4,3,5,42,29,71
S4045,F,6,Advanced,3,1,1,3,1,67,9,76
S4046,F,23,Intermediate,4,3,1,5,5,62,0,62
S4047,M,9,Advanced,5,4,1,4,1,40,28,68
S4048,M,10,Advanced,2,5,3,4,1,70,3,73
S4049,M,14,Beginner,4,2,1,5,1,62,21,83
S4050,M,32,Beginner,5,5,5,1,5,61,30,91
S4051,M,22,Beginner,1,4,4,2,5,66,5,71
S4052,M,8,Intermediate,5,4,2,4,5,49,17,66
S4053,F,21,Advanced,3,1,4,2,3,69,24,93
S4054,F,10,Intermediate,4,1,1,3,5,41,12,53
S4055,M,21,Intermediate,3,2,1,3,2,65,12,77
S4056,F,8,Beginner,1,1,5,5,3,56,0,56
S4057,M,25,Advanced,1,3,4,5,1,48,3,51
S4058,F,20,Advanced,3,2,5,5,4,57,3,60
S4059,F,35,Beginner,4,3,5,4,3,59,17,76
S4060,F,8,Advanced,1,1,2,2,3,48,23,71
S4061,M,25,Beginner,1,2,5,3,1,64,26,90
S4062,F,19,Intermediate,5,4,5,2,5,67,17,84
S4063,M,21,Intermediate,2,5,2,4,5,50,17,67
S4064,F,34,Beginner,1,4,3,2,3,56,14,70
S4065,F,34,Intermediate,4,3,3,2,5,53,17,70
S4066,F,22,Intermediate,4,4,2,5,3,57,14,71
S4067,F,33,Beginner,5,4,5,2,4,57,16,73
S4068,F,29,Intermediate,4,5,1,2,4,51,28,79
S4069,M,25,Advanced,5,5,4,2,1,57,4,61
S4070,M,28,Intermediate,1,4,1,1,2,70,10,80
S4071,F,23,Beginner,1,5,1,3,2,47,15,62
S4072,F,23,Advanced,1,4,5,3,5,68,19,87
S4073,F,27,Advanced,1,2,4,2,2,47,1,48
S4074,F,19,Intermediate,2,4,4,5,4,65,16,81
S4075,M,23,Advanced,2,1,3,5,1,67,0,67
S4076,F,20,Beginner,1,5,2,5,4,47,17,64
S4077,M,20,Advanced,4,5,5,3,3,67,16,83
S4078,F,11,Intermediate,5,3,4,4,5,59,24,83
S4079,M,32,Intermediate,3,3,5,2,5,54,30,84
S4080,F,20,Advanced,5,1,3,3,2,47,17,64
S4081,F,23,Beginner,3,5,1,5,3,53,18,71
S4082,M,9,Beginner,3,5,4,3,2,52,24,76
S4083,F,28,Intermediate,1,3,3,3,2,62,4,66
S4084,F,13,Intermediate,3,3,5,3,2,47,29,76
S4085,F,20,Beginner,1,4,3,5,3,56,12,68
S4086,M,8,Advanced,2,5,3,4,2,58,23,81
S4087,F,35,Advanced,4,5,3,1,5,65,22,87
S4088,F,20,Advanced,3,4,3,2,2,45,30,75
S4089,M,18,Advanced,4,5,3,2,3,56,29,85
S4090,M,14,Beginner,1,1,3,3,3,43,5,48
S4091,M,7,Intermediate,3,3,2,4,4,64,12,76
S4092,F,29,Intermediate,5,3,5,5,2,46,17,63
S4093,F,13,Advanced,2,3,1,1,3,56,29,85
S4094,F,34,Beginner,2,2,5,1,2,68,28,96
S4095,M,35,Beginner,3,1,4,3,1,67,3,70
S4096,F,25,Advanced,2,1,4,3,5,61,8,69
S4097,F,22,Advanced,5,4,5,5,5,61,22,83
S4098,M,18,Advanced,4,2,3,5,2,67,2,69
S4099,M,6,Intermediate,5,5,2,5,5,57,21,78
S4100,M,7,Advanced,2,1,1,3,5,45,23,68
S4101,M,35,Intermediate,4,2,3,4,1,69,23,92
S4102,M,20,Beginner,5,2,5,3,5,49,7,56
S4103,F,17,Beginner,1,1,5,3,5,57,12,69
S4104,M,19,Intermediate,1,4,2,1,3,63,23,86
S4105,F,30,Intermediate,4,2,2,5,5,46,25,71
S4106,F,34,Intermediate,4,3,5,2,2,53,30,83
S4107,M,7,Intermediate,4,2,3,5,5,61,21,82
S4108,M,23,Advanced,1,5,3,4,2,53,10,63
S4109,M,27,Beginner,5,1,3,4,5,49,30,79
S4110,F,12,Advanced,4,5,1,5,2,61,9,70
S4111,M,34,Intermediate,1,4,1,5,5,64,10,74
S4112,M,28,Advanced,4,3,3,3,2,48,2,50
S4113,M,34,Advanced,4,1,5,2,5,65,24,89
S4114,M,30,Beginner,4,2,2,3,1,49,13,62
S4115,M,11,Advanced,1,3,4,1,3,41,13,54
S4116,F,19,Beginner,5,2,2,1,3,42,29,71
S4117,F,13,Intermediate,1,4,2,4,3,55,18,73
S4118,F,32,Advanced,1,1,4,4,3,49,27,76
S4119,M,27,Intermediate,4,4,3,2,1,62,27,89
S4120,M,7,Beginner,3,4,2,4,1,50,30,80
S4121,M,22,Intermediate,3,4,4,1,5,49,3,52
S4122,F,10,Intermediate,3,4,5,2,1,51,30,81
S4123,M,19,Beginner,1,2,5,1,3,68,25,93
S4124,M,30,Intermediate,4,5,5,5,4,53,0,53
S4125,M,29,Intermediate,3,2,3,5,5,69,1,70
S4126,F,35,Intermediate,2,3,2,2,2,48,5,53
S4127,M,34,Advanced,2,4,2,3,3,67,29,96
S4128,F,25,Intermediate,2,3,1,4,3,52,12,64
S4129,M,26,Beginner,5,2,5,2,3,69,13,82
S4130,F,34,Advanced,4,4,3,4,1,45,27,72
S4131,F,26,Advanced,1,2,4,1,2,50,0,50
S4132,F,27,Beginner,1,4,3,3,5,40,27,67
S4133,M,8,Intermediate,4,2,2,4,3,66,24,90
S4134,M,10,Advanced,5,1,5,5,2,54,7,61
S4135,F,21,Advanced,4,5,1,5,4,46,17,63
S4136,F,23,Advanced,5,5,3,1,1,50,13,63
S4137,M,31,Intermediate,3,4,1,2,3,56,1,57
S4138,M,22,Advanced,3,1,2,4,2,44,23,67
S4139,F,16,Beginner,5,3,4,1,2,48,11,59
S4140,M,22,Intermediate,4,1,3,5,3,65,26,91
S4141,M,21,Beginner,3,4,2,5,2,55,23,78
S4142,M,31,Beginner,4,1,5,5,2,50,0,50
S4143,M,28,Advanced,3,3,3,3,5,65,29,94
S4144,F,7,Advanced,4,4,1,3,1,64,20,84
S4145,M,9,Advanced,4,5,3,5,5,56,14,70
S4146,M,26,Beginner,2,1,2,2,1,45,10,55
S4147,F,12,Intermediate,5,5,2,3,1,54,17,71
S4148,F,7,Advanced,1,5,1,4,5,68,16,84
S4149,M,35,Advanced,5,2,2,3,3,42,2,44
S4150,M,11,Beginner,4,3,3,4,2,70,14,84
S4151,M,22,Intermediate,4,1,1,3,4,67,12,79
S4152,M,12,Beginner,5,5,2,5,5,48,2,50
S4153,F,30,Advanced,4,5,2,4,5,69,12,81
S4154,F,10,Beginner,3,3,3,2,3,51,25,76
S4155,F,10,Advanced,4,5,2,3,2,58,8,66
S4156,M,25,Intermediate,5,5,3,3,5,57,9,66
S4157,M,21,Beginner,5,5,5,5,4,55,0,55
S4158,M,24,Advanced,5,5,3,4,2,47,26,73
S4159,M,14,Advanced,2,2,4,5,5,58,1,59
S4160,F,10,Advanced,2,2,2,4,5,70,24,94
S4161,F,13,Advanced,2,4,5,3,1,44,13,57
S4162,M,14,Beginner,2,1,1,3,1,51,4,55
S4163,F,10,Advanced,2,3,4,3,5,45,24,69
S4164,M,15,Beginner,2,4,1,3,3,70,21,91
S4165,M,30,Advanced,2,2,4,1,1,51,9,60
S4166,F,7,Beginner,5,2,5,3,5,65,25,90
S4167,M,14,Beginner,1,2,5,3,2,54,18,72
S4168,M,16,Advanced,2,4,5,4,4,69,7,76
S4169,F,9,Advanced,5,2,4,3,1,49,12,61
S4170,M,27,Advanced,1,4,3,3,5,56,8,64
S4171,M,27,Advanced,2,2,1,4,1,46,17,63
S4172,F,27,Intermediate,1,5,3,3,2,66,24,90
S4173,M,7,Advanced,1,5,3,3,3,46,3,49
S4174,F,28,Advanced,3,1,2,5,5,70,7,77
S4175,M,34,Advanced,4,2,1,1,2,60,4,64
S4176,F,11,Beginner,3,1,4,4,4,64,28,92
S4177,F,32,Advanced,1,4,2,5,5,50,5,55
S4178,F,19,Beginner,5,1,2,2,4,41,19,60
S4179,M,6,Beginner,2,2,5,2,3,60,4,64
S4180,F,23,Beginner,4,4,4,1,5,41,27,68
S4181,F,12,Beginner,2,4,3,2,5,53,0,53
S4182,F,6,Intermediate,5,5,3,1,2,57,30,87
S4183,F,6,Advanced,4,4,3,2,1,55,27,82
S4184,F,6,Beginner,3,4,5,2,5,67,18,85
S4185,M,29,Advanced,1,1,3,5,3,50,29,79
S4186,M,9,Beginner,5,4,1,2,5,48,3,51
S4187,M,9,Intermediate,1,3,3,1,5,46,0,46
S4188,M,34,Beginner,1,5,3,3,5,43,28,71
S4189,M,23,Advanced,2,5,1,3,5,55,18,73
S4190,M,32,Advanced,5,4,5,3,3,53,3,56
S4191,M,16,Intermediate,1,1,2,1,2,50,13,63
S4192,F,32,Advanced,3,5,4,1,1,69,13,82
S4193,M,6,Advanced,4,5,5,3,3,47,8,55
S4194,F,33,Beginner,5,3,3,2,3,50,18,68
S4195,F,15,Advanced,2,4,2,3,4,66,10,76
S4196,M,14,Beginner,5,5,4,4,1,68,15,83
S4197,F,28,Intermediate,2,5,4,1,2,59,18,77
S4198,F,9,Advanced,4,5,4,4,2,56,3,59
S4199,F,33,Beginner,3,5,1,4,4,67,8,75
S4200,F,11,Advanced,1,1,1,1,4,69,24,93
S4201,M,35,Beginner,5,2,2,3,3,65,16,81
S4202,M,21,Intermediate,2,3,3,5,2,69,14,83
S4203,M,7,Beginner,4,1,2,4,2,58,7,65
S4204,M,28,Advanced,1,3,3,3,2,49,25,74
S4205,M,23,Beginner,4,5,5,5,3,51,12,63
S4206,M,15,Advanced,3,3,4,4,2,40,0,40
S4207,M,29,Intermediate,1,4,4,3,5,41,1,42
S4208,M,29,Beginner,1,4,1,4,4,57,9,66
S4209,M,22,Advanced,1,2,5,3,4,46,26,72
S4210,M,18,Advanced,2,2,5,2,4,55,20,75
S4211,F,29,Advanced,1,3,3,2,4,52,26,78
S4212,M,23,Beginner,4,1,5,1,5,43,12,55
S4213,F,27,Beginner,2,1,1,5,1,49,30,79
S4214,F,18,Beginner,1,5,3,4,2,67,10,77
S4215,F,22,Intermediate,4,1,2,4,4,48,13,61
S4216,F,10,Advanced,4,2,3,3,2,57,15,72
S4217,M,16,Advanced,5,1,2,5,2,48,27,75
S4218,F,12,Intermediate,4,5,3,4,5,61,28,89
S4219,M,34,Intermediate,3,4,4,5,2,49,5,54
S4220,M,15,Beginner,1,1,2,5,4,47,1,48
S4221,F,22,Beginner,1,1,1,2,2,62,25,87
S4222,M,20,Beginner,1,2,2,4,5,50,4,54
S4223,F,23,Beginner,4,3,2,4,4,52,18,70
S4224,F,28,Beginner,4,4,3,1,5,63,6,69
S4225,M,27,Beginner,1,3,4,5,3,52,27,79
S4226,M,24,Intermediate,2,5,3,3,1,55,27,82
S4227,F,35,Intermediate,2,5,3,2,2,52,16,68
S4228,M,31,Intermediate,3,3,4,1,2,64,4,68
S4229,M,7,Advanced,5,2,3,2,2,51,11,62
S4230,M,31,Advanced,3,2,4,3,3,54,18,72
S4231,F,9,Beginner,1,2,1,1,1,68,26,94
S4232,F,8,Intermediate,1,4,4,2,5,55,17,72
S4233,M,12,Advanced,1,5,5,3,3,47,27,74
S4234,M,29,Advanced,5,5,4,1,3,45,11,56
S4235,M,23,Intermediate,4,5,4,3,4,63,2,65
S4236,M,15,Advanced,5,4,5,1,3,47,25,72
S4237,M,12,Advanced,3,5,4,4,3,41,3,44
S4238,F,13,Intermediate,4,3,2,4,2,57,14,71
S4239,M,11,Advanced,4,1,3,2,4,50,14,64
S4240,F,27,Intermediate,3,4,3,5,5,56,10,66
S4241,M,31,Advanced,4,1,1,5,1,49,1,50
S4242,F,6,Intermediate,2,3,1,3,5,41,17,58
S4243,M,9,Advanced,3,2,5,1,4,62,2,64
S4244,F,19,Advanced,3,2,2,4,2,66,17,83
S4245,M,22,Intermediate,2,2,1,5,1,58,13,71
S4246,F,25,Advanced,5,4,3,4,5,59,5,64
S4247,F,23,Intermediate,5,2,1,3,1,59,1,60
S4248,F,16,Intermediate,5,4,1,3,1,59,0,59
S4249,F,34,Advanced,4,4,4,1,1,41,7,48
S4250,F,26,Beginner,2,1,1,5,3,66,9,75
S4251,F,31,Advanced,3,2,5,3,4,45,30,75
S4252,M,19,Beginner,3,5,3,3,4,56,19,75
S4253,F,14,Beginner,3,2,5,4,2,51,17,68
S4254,M,32,Advanced,4,2,5,2,5,69,19,88
S4255,M,20,Beginner,4,2,2,5,2,44,10,54
S4256,M,17,Intermediate,5,5,4,1,5,41,17,58
S4257,M,15,Intermediate,4,5,5,1,1,48,26,74
S4258,M,24,Beginner,5,4,2,4,5,41,15,56
S4259,F,29,Intermediate,5,5,3,1,5,61,4,65
S4260,F,24,Advanced,3,4,3,3,1,59,6,65
S4261,F,11,Intermediate,4,1,2,5,2,53,21,74
S4262,M,25,Beginner,5,4,5,1,5,61,1,62
S4263,F,29,Advanced,2,2,5,5,2,54,10,64
S4264,F,32,Intermediate,2,3,4,1,2,41,12,53
S4265,F,11,Advanced,4,3,4,2,4,67,19,86
S4266,F,13,Beginner,3,2,3,2,1,57,23,80
S4267,F,6,Intermediate,3,4,4,5,1,51,27,78
S4268,M,27,Advanced,5,2,2,2,3,46,15,61
S4269,F,22,Advanced,4,5,3,2,2,55,29,84
S4270,M,22,Intermediate,2,4,5,3,3,58,13,71
S4271,M,29,Advanced,5,2,3,1,1,42,6,48
S4272,M,20,Advanced,5,5,1,2,1,54,6,60
S4273,M,12,Beginner,1,5,3,5,3,54,11,65
S4274,M,24,Beginner,4,4,4,3,1,46,11,57
S4275,F,27,Beginner,5,1,2,2,1,47,19,66
S4276,F,30,Beginner,2,1,5,5,4,46,0,46
S4277,F,28,Beginner,1,5,5,1,5,42,22,64
S4278,M,33,Beginner,2,1,4,2,4,58,5,63
